property_id,check_in_date,room_category,successful_bookings,capacity,Key
16563,17-Jun-22,RT3,15,20,1656344729RT3
18558,17-Jun-22,RT3,15,26,1855844729RT3
18560,17-Jun-22,RT3,13,24,1856044729RT3
18559,17-Jun-22,RT3,9,23,1855944729RT3
19558,17-Jun-22,RT3,9,21,1955844729RT3
17564,17-Jun-22,RT3,9,24,1756444729RT3
16560,17-Jun-22,RT3,10,20,1656044729RT3
16562,17-Jun-22,RT3,10,18,1656244729RT3
17559,17-Jun-22,RT3,10,16,1755944729RT3
17563,17-Jun-22,RT3,10,16,1756344729RT3
18563,17-Jun-22,RT3,10,23,1856344729RT3
17560,17-Jun-22,RT3,12,25,1756044729RT3
17561,17-Jun-22,RT3,12,19,1756144729RT3
19560,17-Jun-22,RT3,12,19,1956044729RT3
16561,17-Jun-22,RT3,11,21,1656144729RT3
16558,17-Jun-22,RT4,2,3,1655844729RT4
19558,17-Jun-22,RT4,4,7,1955844729RT4
18561,17-Jun-22,RT4,5,9,1856144729RT4
17560,17-Jun-22,RT4,6,13,1756044729RT4
16561,17-Jun-22,RT4,7,10,1656144729RT4
19559,17-Jun-22,RT4,1,3,1955944729RT4
17564,17-Jun-22,RT4,7,17,1756444729RT4
18560,17-Jun-22,RT4,10,15,1856044729RT4
19560,17-Jun-22,RT4,10,16,1956044729RT4
18559,17-Jun-22,RT4,9,19,1855944729RT4
17563,17-Jun-22,RT4,13,19,1756344729RT4
19562,17-Jun-22,RT4,10,14,1956244729RT4
17559,17-Jun-22,RT4,8,14,1755944729RT4
18558,17-Jun-22,RT4,10,20,1855844729RT4
18562,17-Jun-22,RT4,12,20,1856244729RT4
18563,17-Jun-22,RT4,9,18,1856344729RT4
16563,17-Jun-22,RT4,13,18,1656344729RT4
16559,17-Jun-22,RT4,10,18,1655944729RT4
16562,17-Jun-22,RT4,3,6,1656244729RT4
17558,17-Jun-22,RT4,3,6,1755844729RT4
17562,17-Jun-22,RT4,3,6,1756244729RT4
19563,17-Jun-22,RT4,3,6,1956344729RT4
16560,17-Jun-22,RT4,3,7,1656044729RT4
19561,17-Jun-22,RT4,3,7,1956144729RT4
17561,17-Jun-22,RT4,3,4,1756144729RT4
16559,18-Jun-22,RT1,29,30,1655944730RT1
18560,18-Jun-22,RT1,26,30,1856044730RT1
19562,18-Jun-22,RT1,27,30,1956244730RT1
19563,18-Jun-22,RT1,22,30,1956344730RT1
17558,18-Jun-22,RT1,14,19,1755844730RT1
16558,18-Jun-22,RT1,17,19,1655844730RT1
17560,18-Jun-22,RT1,29,40,1756044730RT1
19558,18-Jun-22,RT1,23,40,1955844730RT1
19560,18-Jun-22,RT1,24,26,1956044730RT1
17561,18-Jun-22,RT1,22,26,1756144730RT1
16560,18-Jun-22,RT1,25,34,1656044730RT1
16561,18-Jun-22,RT1,17,18,1656144730RT1
16562,18-Jun-22,RT1,22,31,1656244730RT1
16563,18-Jun-22,RT1,37,41,1656344730RT1
17559,18-Jun-22,RT1,32,32,1755944730RT1
17562,18-Jun-22,RT1,12,20,1756244730RT1
17563,18-Jun-22,RT1,22,25,1756344730RT1
18558,18-Jun-22,RT1,12,15,1855844730RT1
18559,18-Jun-22,RT1,26,42,1855944730RT1
18561,18-Jun-22,RT1,28,33,1856144730RT1
18562,18-Jun-22,RT1,38,38,1856244730RT1
18563,18-Jun-22,RT1,18,27,1856344730RT1
19559,18-Jun-22,RT1,17,24,1955944730RT1
19561,18-Jun-22,RT1,25,36,1956144730RT1
17564,18-Jun-22,RT1,10,16,1756444730RT1
19562,18-Jun-22,RT2,20,23,1956244730RT2
18563,18-Jun-22,RT2,21,29,1856344730RT2
17561,18-Jun-22,RT2,32,36,1756144730RT2
17558,18-Jun-22,RT2,34,50,1755844730RT2
16562,18-Jun-22,RT2,32,43,1656244730RT2
16561,18-Jun-22,RT2,23,24,1656144730RT2
16558,18-Jun-22,RT2,21,22,1655844730RT2
19560,18-Jun-22,RT2,33,38,1956044730RT2
16563,18-Jun-22,RT2,34,38,1656344730RT2
16559,18-Jun-22,RT2,37,41,1655944730RT2
19559,18-Jun-22,RT2,30,41,1955944730RT2
19558,18-Jun-22,RT2,22,39,1955844730RT2
17559,18-Jun-22,RT2,36,39,1755944730RT2
16560,18-Jun-22,RT2,24,34,1656044730RT2
18562,18-Jun-22,RT2,32,34,1856244730RT2
18559,18-Jun-22,RT2,30,44,1855944730RT2
17563,18-Jun-22,RT2,41,44,1756344730RT2
17562,18-Jun-22,RT2,20,30,1756244730RT2
18558,18-Jun-22,RT2,22,30,1855844730RT2
17564,18-Jun-22,RT2,26,40,1756444730RT2
18561,18-Jun-22,RT2,37,40,1856144730RT2
18560,18-Jun-22,RT2,37,40,1856044730RT2
17560,18-Jun-22,RT2,35,45,1756044730RT2
19561,18-Jun-22,RT2,32,45,1956144730RT2
19563,18-Jun-22,RT2,34,45,1956344730RT2
19563,18-Jun-22,RT3,20,29,1956344730RT3
19562,18-Jun-22,RT3,29,29,1956244730RT3
19561,18-Jun-22,RT3,20,29,1956144730RT3
18562,18-Jun-22,RT3,27,29,1856244730RT3
17558,18-Jun-22,RT3,21,27,1755844730RT3
17562,18-Jun-22,RT3,16,27,1756244730RT3
19559,18-Jun-22,RT3,21,27,1955944730RT3
16559,18-Jun-22,RT3,29,32,1655944730RT3
16558,18-Jun-22,RT3,7,8,1655844730RT3
17560,18-Jun-22,RT3,18,25,1756044730RT3
18561,18-Jun-22,RT3,22,25,1856144730RT3
16561,18-Jun-22,RT3,20,21,1656144730RT3
16563,18-Jun-22,RT3,19,20,1656344730RT3
17561,18-Jun-22,RT3,18,19,1756144730RT3
18558,18-Jun-22,RT3,19,26,1855844730RT3
18560,18-Jun-22,RT3,23,24,1856044730RT3
18563,18-Jun-22,RT3,17,23,1856344730RT3
19560,18-Jun-22,RT3,16,19,1956044730RT3
16562,18-Jun-22,RT3,13,18,1656244730RT3
17563,18-Jun-22,RT3,13,16,1756344730RT3
18559,18-Jun-22,RT3,13,23,1855944730RT3
16560,18-Jun-22,RT3,14,20,1656044730RT3
17559,18-Jun-22,RT3,14,16,1755944730RT3
17564,18-Jun-22,RT3,14,24,1756444730RT3
19558,18-Jun-22,RT3,12,21,1955844730RT3
19559,18-Jun-22,RT4,2,3,1955944730RT4
16562,18-Jun-22,RT4,4,6,1656244730RT4
17558,18-Jun-22,RT4,4,6,1755844730RT4
17562,18-Jun-22,RT4,4,6,1756244730RT4
19558,18-Jun-22,RT4,4,7,1955844730RT4
19561,18-Jun-22,RT4,5,7,1956144730RT4
19563,18-Jun-22,RT4,5,6,1956344730RT4
16560,18-Jun-22,RT4,6,7,1656044730RT4
16561,18-Jun-22,RT4,9,10,1656144730RT4
17560,18-Jun-22,RT4,9,13,1756044730RT4
18561,18-Jun-22,RT4,9,9,1856144730RT4
17564,18-Jun-22,RT4,10,17,1756444730RT4
18560,18-Jun-22,RT4,14,15,1856044730RT4
19560,18-Jun-22,RT4,15,16,1956044730RT4
18559,18-Jun-22,RT4,11,19,1855944730RT4
17563,18-Jun-22,RT4,17,19,1756344730RT4
19562,18-Jun-22,RT4,11,14,1956244730RT4
17559,18-Jun-22,RT4,13,14,1755944730RT4
18558,18-Jun-22,RT4,15,20,1855844730RT4
18562,18-Jun-22,RT4,18,20,1856244730RT4
18563,18-Jun-22,RT4,13,18,1856344730RT4
16563,18-Jun-22,RT4,18,18,1656344730RT4
16559,18-Jun-22,RT4,18,18,1655944730RT4
17561,18-Jun-22,RT4,3,4,1756144730RT4
16558,18-Jun-22,RT4,3,3,1655844730RT4
19563,19-Jun-22,RT3,19,29,1956344731RT3
18560,19-Jun-22,RT1,25,30,1856044731RT1
19562,19-Jun-22,RT1,26,30,1956244731RT1
19563,19-Jun-22,RT1,17,30,1956344731RT1
17558,19-Jun-22,RT1,12,19,1755844731RT1
16558,19-Jun-22,RT1,13,19,1655844731RT1
17560,19-Jun-22,RT1,26,40,1756044731RT1
19558,19-Jun-22,RT1,21,40,1955844731RT1
19560,19-Jun-22,RT1,21,26,1956044731RT1
17561,19-Jun-22,RT1,17,26,1756144731RT1
16560,19-Jun-22,RT1,20,34,1656044731RT1
16561,19-Jun-22,RT1,12,18,1656144731RT1
16562,19-Jun-22,RT1,18,31,1656244731RT1
16563,19-Jun-22,RT1,31,41,1656344731RT1
17559,19-Jun-22,RT1,26,32,1755944731RT1
17562,19-Jun-22,RT1,10,20,1756244731RT1
17563,19-Jun-22,RT1,17,25,1756344731RT1
18558,19-Jun-22,RT1,10,15,1855844731RT1
18559,19-Jun-22,RT1,21,42,1855944731RT1
18561,19-Jun-22,RT1,24,33,1856144731RT1
18562,19-Jun-22,RT1,30,38,1856244731RT1
18563,19-Jun-22,RT1,15,27,1856344731RT1
19559,19-Jun-22,RT1,16,24,1955944731RT1
19561,19-Jun-22,RT1,22,36,1956144731RT1
17564,19-Jun-22,RT1,8,16,1756444731RT1
19562,19-Jun-22,RT2,19,23,1956244731RT2
18563,19-Jun-22,RT2,16,29,1856344731RT2
17561,19-Jun-22,RT2,24,36,1756144731RT2
17558,19-Jun-22,RT2,34,50,1755844731RT2
16562,19-Jun-22,RT2,25,43,1656244731RT2
16561,19-Jun-22,RT2,17,24,1656144731RT2
16558,19-Jun-22,RT2,19,22,1655844731RT2
19560,19-Jun-22,RT2,26,38,1956044731RT2
16563,19-Jun-22,RT2,25,38,1656344731RT2
16559,19-Jun-22,RT2,29,41,1655944731RT2
19559,19-Jun-22,RT2,23,41,1955944731RT2
19558,19-Jun-22,RT2,19,39,1955844731RT2
17559,19-Jun-22,RT2,29,39,1755944731RT2
16560,19-Jun-22,RT2,19,34,1656044731RT2
18562,19-Jun-22,RT2,23,34,1856244731RT2
18559,19-Jun-22,RT2,22,44,1855944731RT2
17563,19-Jun-22,RT2,30,44,1756344731RT2
17562,19-Jun-22,RT2,17,30,1756244731RT2
18558,19-Jun-22,RT2,16,30,1855844731RT2
17564,19-Jun-22,RT2,19,40,1756444731RT2
18561,19-Jun-22,RT2,32,40,1856144731RT2
18560,19-Jun-22,RT2,35,40,1856044731RT2
17560,19-Jun-22,RT2,28,45,1756044731RT2
19561,19-Jun-22,RT2,26,45,1956144731RT2
19563,19-Jun-22,RT2,26,45,1956344731RT2
16559,19-Jun-22,RT1,22,30,1655944731RT1
19562,19-Jun-22,RT3,21,29,1956244731RT3
19561,19-Jun-22,RT3,18,29,1956144731RT3
18562,19-Jun-22,RT3,20,29,1856244731RT3
17558,19-Jun-22,RT3,16,27,1755844731RT3
17562,19-Jun-22,RT3,13,27,1756244731RT3
19559,19-Jun-22,RT3,17,27,1955944731RT3
16559,19-Jun-22,RT3,24,32,1655944731RT3
16558,19-Jun-22,RT3,6,8,1655844731RT3
17560,19-Jun-22,RT3,16,25,1756044731RT3
18561,19-Jun-22,RT3,17,25,1856144731RT3
17561,19-Jun-22,RT3,16,19,1756144731RT3
18558,19-Jun-22,RT3,17,26,1855844731RT3
18560,19-Jun-22,RT3,21,24,1856044731RT3
18563,19-Jun-22,RT3,15,23,1856344731RT3
19560,19-Jun-22,RT3,15,19,1956044731RT3
16563,19-Jun-22,RT3,13,20,1656344731RT3
16561,19-Jun-22,RT3,14,21,1656144731RT3
17564,19-Jun-22,RT3,14,24,1756444731RT3
16560,19-Jun-22,RT3,12,20,1656044731RT3
16562,19-Jun-22,RT3,12,18,1656244731RT3
19558,19-Jun-22,RT3,12,21,1955844731RT3
17559,19-Jun-22,RT3,11,16,1755944731RT3
17563,19-Jun-22,RT3,11,16,1756344731RT3
18559,19-Jun-22,RT3,11,23,1855944731RT3
19559,19-Jun-22,RT4,2,3,1955944731RT4
16558,19-Jun-22,RT4,2,3,1655844731RT4
16562,19-Jun-22,RT4,4,6,1656244731RT4
17558,19-Jun-22,RT4,4,6,1755844731RT4
19563,19-Jun-22,RT4,4,6,1956344731RT4
16560,19-Jun-22,RT4,4,7,1656044731RT4
19561,19-Jun-22,RT4,4,7,1956144731RT4
18561,19-Jun-22,RT4,6,9,1856144731RT4
16561,19-Jun-22,RT4,7,10,1656144731RT4
17560,19-Jun-22,RT4,8,13,1756044731RT4
17564,19-Jun-22,RT4,8,17,1756444731RT4
18560,19-Jun-22,RT4,11,15,1856044731RT4
19560,19-Jun-22,RT4,14,16,1956044731RT4
18559,19-Jun-22,RT4,8,19,1855944731RT4
17563,19-Jun-22,RT4,15,19,1756344731RT4
19562,19-Jun-22,RT4,9,14,1956244731RT4
17559,19-Jun-22,RT4,11,14,1755944731RT4
18558,19-Jun-22,RT4,11,20,1855844731RT4
18562,19-Jun-22,RT4,14,20,1856244731RT4
18563,19-Jun-22,RT4,11,18,1856344731RT4
16563,19-Jun-22,RT4,12,18,1656344731RT4
16559,19-Jun-22,RT4,13,18,1655944731RT4
17562,19-Jun-22,RT4,3,6,1756244731RT4
19558,19-Jun-22,RT4,3,7,1955844731RT4
17561,19-Jun-22,RT4,3,4,1756144731RT4
16559,20-Jun-22,RT1,18,30,1655944732RT1
19562,20-Jun-22,RT1,16,30,1956244732RT1
19563,20-Jun-22,RT1,15,30,1956344732RT1
17558,20-Jun-22,RT1,7,19,1755844732RT1
16558,20-Jun-22,RT1,12,19,1655844732RT1
17560,20-Jun-22,RT1,15,40,1756044732RT1
19558,20-Jun-22,RT1,11,40,1955844732RT1
19560,20-Jun-22,RT1,14,26,1956044732RT1
17561,20-Jun-22,RT1,11,26,1756144732RT1
16560,20-Jun-22,RT1,13,34,1656044732RT1
16561,20-Jun-22,RT1,10,18,1656144732RT1
16562,20-Jun-22,RT1,12,31,1656244732RT1
16563,20-Jun-22,RT1,22,41,1656344732RT1
17559,20-Jun-22,RT1,18,32,1755944732RT1
17562,20-Jun-22,RT1,8,20,1756244732RT1
17563,20-Jun-22,RT1,13,25,1756344732RT1
18558,20-Jun-22,RT1,7,15,1855844732RT1
18559,20-Jun-22,RT1,13,42,1855944732RT1
18561,20-Jun-22,RT1,18,33,1856144732RT1
18562,20-Jun-22,RT1,19,38,1856244732RT1
18563,20-Jun-22,RT1,12,27,1856344732RT1
19559,20-Jun-22,RT1,10,24,1955944732RT1
19561,20-Jun-22,RT1,17,36,1956144732RT1
17564,20-Jun-22,RT1,6,16,1756444732RT1
19562,20-Jun-22,RT2,11,23,1956244732RT2
18563,20-Jun-22,RT2,14,29,1856344732RT2
17561,20-Jun-22,RT2,21,36,1756144732RT2
17558,20-Jun-22,RT2,21,50,1755844732RT2
16562,20-Jun-22,RT2,19,43,1656244732RT2
16561,20-Jun-22,RT2,12,24,1656144732RT2
16558,20-Jun-22,RT2,11,22,1655844732RT2
19560,20-Jun-22,RT2,20,38,1956044732RT2
16563,20-Jun-22,RT2,17,38,1656344732RT2
16559,20-Jun-22,RT2,20,41,1655944732RT2
19559,20-Jun-22,RT2,21,41,1955944732RT2
19558,20-Jun-22,RT2,13,39,1955844732RT2
17559,20-Jun-22,RT2,17,39,1755944732RT2
16560,20-Jun-22,RT2,17,34,1656044732RT2
18562,20-Jun-22,RT2,15,34,1856244732RT2
18559,20-Jun-22,RT2,17,44,1855944732RT2
17563,20-Jun-22,RT2,23,44,1756344732RT2
17562,20-Jun-22,RT2,11,30,1756244732RT2
18558,20-Jun-22,RT2,12,30,1855844732RT2
17564,20-Jun-22,RT2,13,40,1756444732RT2
18561,20-Jun-22,RT2,21,40,1856144732RT2
18560,20-Jun-22,RT2,19,40,1856044732RT2
17560,20-Jun-22,RT2,18,45,1756044732RT2
19561,20-Jun-22,RT2,16,45,1956144732RT2
19563,20-Jun-22,RT2,18,45,1956344732RT2
19563,20-Jun-22,RT3,14,29,1956344732RT3
18560,20-Jun-22,RT1,17,30,1856044732RT1
19562,20-Jun-22,RT3,14,29,1956244732RT3
19561,20-Jun-22,RT3,11,29,1956144732RT3
18562,20-Jun-22,RT3,16,29,1856244732RT3
17558,20-Jun-22,RT3,11,27,1755844732RT3
17562,20-Jun-22,RT3,8,27,1756244732RT3
19559,20-Jun-22,RT3,11,27,1955944732RT3
16559,20-Jun-22,RT3,17,32,1655944732RT3
16558,20-Jun-22,RT3,3,8,1655844732RT3
16562,20-Jun-22,RT3,8,18,1656244732RT3
17559,20-Jun-22,RT3,8,16,1755944732RT3
19558,20-Jun-22,RT3,8,21,1955844732RT3
18561,20-Jun-22,RT3,13,25,1856144732RT3
17563,20-Jun-22,RT3,9,16,1756344732RT3
18559,20-Jun-22,RT3,9,23,1855944732RT3
18563,20-Jun-22,RT3,9,23,1856344732RT3
19560,20-Jun-22,RT3,9,19,1956044732RT3
16560,20-Jun-22,RT3,10,20,1656044732RT3
17564,20-Jun-22,RT3,10,24,1756444732RT3
16563,20-Jun-22,RT3,12,20,1656344732RT3
16561,20-Jun-22,RT3,11,21,1656144732RT3
17560,20-Jun-22,RT3,11,25,1756044732RT3
17561,20-Jun-22,RT3,11,19,1756144732RT3
18558,20-Jun-22,RT3,11,26,1855844732RT3
18560,20-Jun-22,RT3,11,24,1856044732RT3
17561,20-Jun-22,RT4,2,4,1756144732RT4
17562,20-Jun-22,RT4,2,6,1756244732RT4
19561,20-Jun-22,RT4,2,7,1956144732RT4
19563,20-Jun-22,RT4,2,6,1956344732RT4
16558,20-Jun-22,RT4,2,3,1655844732RT4
17560,20-Jun-22,RT4,4,13,1756044732RT4
16561,20-Jun-22,RT4,5,10,1656144732RT4
18561,20-Jun-22,RT4,5,9,1856144732RT4
17564,20-Jun-22,RT4,6,17,1756444732RT4
19559,20-Jun-22,RT4,1,3,1955944732RT4
18560,20-Jun-22,RT4,7,15,1856044732RT4
19560,20-Jun-22,RT4,8,16,1956044732RT4
18559,20-Jun-22,RT4,8,19,1855944732RT4
17563,20-Jun-22,RT4,10,19,1756344732RT4
19562,20-Jun-22,RT4,8,14,1956244732RT4
17559,20-Jun-22,RT4,8,14,1755944732RT4
18558,20-Jun-22,RT4,8,20,1855844732RT4
18562,20-Jun-22,RT4,11,20,1856244732RT4
18563,20-Jun-22,RT4,7,18,1856344732RT4
16563,20-Jun-22,RT4,10,18,1656344732RT4
16559,20-Jun-22,RT4,11,18,1655944732RT4
16562,20-Jun-22,RT4,3,6,1656244732RT4
17558,20-Jun-22,RT4,3,6,1755844732RT4
16560,20-Jun-22,RT4,3,7,1656044732RT4
19558,20-Jun-22,RT4,3,7,1955844732RT4
16559,21-Jun-22,RT1,13,30,1655944733RT1
18560,21-Jun-22,RT1,15,30,1856044733RT1
19562,21-Jun-22,RT1,12,30,1956244733RT1
19563,21-Jun-22,RT1,13,30,1956344733RT1
17558,21-Jun-22,RT1,6,19,1755844733RT1
16558,21-Jun-22,RT1,9,19,1655844733RT1
17560,21-Jun-22,RT1,15,40,1756044733RT1
19558,21-Jun-22,RT1,14,40,1955844733RT1
19560,21-Jun-22,RT1,13,26,1956044733RT1
17561,21-Jun-22,RT1,13,26,1756144733RT1
16560,21-Jun-22,RT1,15,34,1656044733RT1
16561,21-Jun-22,RT1,10,18,1656144733RT1
16562,21-Jun-22,RT1,13,31,1656244733RT1
16563,21-Jun-22,RT1,22,41,1656344733RT1
17559,21-Jun-22,RT1,17,32,1755944733RT1
17562,21-Jun-22,RT1,7,20,1756244733RT1
17563,21-Jun-22,RT1,14,25,1756344733RT1
18558,21-Jun-22,RT1,8,15,1855844733RT1
18559,21-Jun-22,RT1,12,42,1855944733RT1
18561,21-Jun-22,RT1,18,33,1856144733RT1
18562,21-Jun-22,RT1,20,38,1856244733RT1
18563,21-Jun-22,RT1,11,27,1856344733RT1
19559,21-Jun-22,RT1,10,24,1955944733RT1
19561,21-Jun-22,RT1,13,36,1956144733RT1
17564,21-Jun-22,RT1,6,16,1756444733RT1
19562,21-Jun-22,RT2,11,23,1956244733RT2
18563,21-Jun-22,RT2,10,29,1856344733RT2
17561,21-Jun-22,RT2,20,36,1756144733RT2
17558,21-Jun-22,RT2,21,50,1755844733RT2
16562,21-Jun-22,RT2,21,43,1656244733RT2
16561,21-Jun-22,RT2,13,24,1656144733RT2
16558,21-Jun-22,RT2,10,22,1655844733RT2
19560,21-Jun-22,RT2,21,38,1956044733RT2
16563,21-Jun-22,RT2,21,38,1656344733RT2
16559,21-Jun-22,RT2,23,41,1655944733RT2
19559,21-Jun-22,RT2,18,41,1955944733RT2
19558,21-Jun-22,RT2,14,39,1955844733RT2
17559,21-Jun-22,RT2,23,39,1755944733RT2
16560,21-Jun-22,RT2,15,34,1656044733RT2
18562,21-Jun-22,RT2,22,34,1856244733RT2
18559,21-Jun-22,RT2,14,44,1855944733RT2
17563,21-Jun-22,RT2,21,44,1756344733RT2
17562,21-Jun-22,RT2,11,30,1756244733RT2
18558,21-Jun-22,RT2,13,30,1855844733RT2
17564,21-Jun-22,RT2,12,40,1756444733RT2
18561,21-Jun-22,RT2,19,40,1856144733RT2
18560,21-Jun-22,RT2,19,40,1856044733RT2
17560,21-Jun-22,RT2,19,45,1756044733RT2
19561,21-Jun-22,RT2,20,45,1956144733RT2
19563,21-Jun-22,RT2,22,45,1956344733RT2
19563,21-Jun-22,RT3,12,29,1956344733RT3
19562,21-Jun-22,RT3,13,29,1956244733RT3
19561,21-Jun-22,RT3,11,29,1956144733RT3
18562,21-Jun-22,RT3,14,29,1856244733RT3
17558,21-Jun-22,RT3,12,27,1755844733RT3
17562,21-Jun-22,RT3,9,27,1756244733RT3
19559,21-Jun-22,RT3,12,27,1955944733RT3
16559,21-Jun-22,RT3,16,32,1655944733RT3
16558,21-Jun-22,RT3,3,8,1655844733RT3
16560,21-Jun-22,RT3,8,20,1656044733RT3
16562,21-Jun-22,RT3,8,18,1656244733RT3
17559,21-Jun-22,RT3,8,16,1755944733RT3
18559,21-Jun-22,RT3,8,23,1855944733RT3
18563,21-Jun-22,RT3,8,23,1856344733RT3
19558,21-Jun-22,RT3,8,21,1955844733RT3
18558,21-Jun-22,RT3,9,26,1855844733RT3
17564,21-Jun-22,RT3,9,24,1756444733RT3
16563,21-Jun-22,RT3,10,20,1656344733RT3
17560,21-Jun-22,RT3,10,25,1756044733RT3
17561,21-Jun-22,RT3,10,19,1756144733RT3
17563,21-Jun-22,RT3,10,16,1756344733RT3
19560,21-Jun-22,RT3,10,19,1956044733RT3
16561,21-Jun-22,RT3,12,21,1656144733RT3
18561,21-Jun-22,RT3,12,25,1856144733RT3
18560,21-Jun-22,RT3,11,24,1856044733RT3
16560,21-Jun-22,RT4,2,7,1656044733RT4
16558,21-Jun-22,RT4,2,3,1655844733RT4
19563,21-Jun-22,RT4,4,6,1956344733RT4
18561,21-Jun-22,RT4,4,9,1856144733RT4
16561,21-Jun-22,RT4,6,10,1656144733RT4
17560,21-Jun-22,RT4,6,13,1756044733RT4
17564,21-Jun-22,RT4,6,17,1756444733RT4
19559,21-Jun-22,RT4,1,3,1955944733RT4
18560,21-Jun-22,RT4,9,15,1856044733RT4
19560,21-Jun-22,RT4,10,16,1956044733RT4
18559,21-Jun-22,RT4,6,19,1855944733RT4
17563,21-Jun-22,RT4,9,19,1756344733RT4
19562,21-Jun-22,RT4,6,14,1956244733RT4
17559,21-Jun-22,RT4,9,14,1755944733RT4
18558,21-Jun-22,RT4,8,20,1855844733RT4
18562,21-Jun-22,RT4,10,20,1856244733RT4
18563,21-Jun-22,RT4,7,18,1856344733RT4
16563,21-Jun-22,RT4,11,18,1656344733RT4
16559,21-Jun-22,RT4,10,18,1655944733RT4
16562,21-Jun-22,RT4,3,6,1656244733RT4
17558,21-Jun-22,RT4,3,6,1755844733RT4
17562,21-Jun-22,RT4,3,6,1756244733RT4
19558,21-Jun-22,RT4,3,7,1955844733RT4
19561,21-Jun-22,RT4,3,7,1956144733RT4
17561,21-Jun-22,RT4,3,4,1756144733RT4
19563,22-Jun-22,RT3,11,29,1956344734RT3
16559,22-Jun-22,RT1,15,30,1655944734RT1
18560,22-Jun-22,RT1,14,30,1856044734RT1
19562,22-Jun-22,RT1,15,30,1956244734RT1
19563,22-Jun-22,RT1,12,30,1956344734RT1
17558,22-Jun-22,RT1,8,19,1755844734RT1
16558,22-Jun-22,RT1,10,19,1655844734RT1
17560,22-Jun-22,RT1,16,40,1756044734RT1
19558,22-Jun-22,RT1,12,40,1955844734RT1
19560,22-Jun-22,RT1,12,26,1956044734RT1
17561,22-Jun-22,RT1,15,26,1756144734RT1
16560,22-Jun-22,RT1,14,34,1656044734RT1
16561,22-Jun-22,RT1,11,18,1656144734RT1
16562,22-Jun-22,RT1,11,31,1656244734RT1
16563,22-Jun-22,RT1,20,41,1656344734RT1
17559,22-Jun-22,RT1,14,32,1755944734RT1
17562,22-Jun-22,RT1,7,20,1756244734RT1
17563,22-Jun-22,RT1,10,25,1756344734RT1
18558,22-Jun-22,RT1,5,15,1855844734RT1
18559,22-Jun-22,RT1,15,42,1855944734RT1
18561,22-Jun-22,RT1,15,33,1856144734RT1
18562,22-Jun-22,RT1,17,38,1856244734RT1
18563,22-Jun-22,RT1,13,27,1856344734RT1
19559,22-Jun-22,RT1,9,24,1955944734RT1
19561,22-Jun-22,RT1,15,36,1956144734RT1
17564,22-Jun-22,RT1,5,16,1756444734RT1
19562,22-Jun-22,RT2,12,23,1956244734RT2
18563,22-Jun-22,RT2,13,29,1856344734RT2
17561,22-Jun-22,RT2,19,36,1756144734RT2
17558,22-Jun-22,RT2,22,50,1755844734RT2
16562,22-Jun-22,RT2,18,43,1656244734RT2
16561,22-Jun-22,RT2,13,24,1656144734RT2
16558,22-Jun-22,RT2,10,22,1655844734RT2
19560,22-Jun-22,RT2,19,38,1956044734RT2
16563,22-Jun-22,RT2,19,38,1656344734RT2
16559,22-Jun-22,RT2,22,41,1655944734RT2
19559,22-Jun-22,RT2,19,41,1955944734RT2
19558,22-Jun-22,RT2,13,39,1955844734RT2
17559,22-Jun-22,RT2,23,39,1755944734RT2
16560,22-Jun-22,RT2,14,34,1656044734RT2
18562,22-Jun-22,RT2,21,34,1856244734RT2
18559,22-Jun-22,RT2,17,44,1855944734RT2
17563,22-Jun-22,RT2,23,44,1756344734RT2
17562,22-Jun-22,RT2,10,30,1756244734RT2
18558,22-Jun-22,RT2,15,30,1855844734RT2
17564,22-Jun-22,RT2,19,40,1756444734RT2
18561,22-Jun-22,RT2,18,40,1856144734RT2
18560,22-Jun-22,RT2,20,40,1856044734RT2
17560,22-Jun-22,RT2,18,45,1756044734RT2
19561,22-Jun-22,RT2,18,45,1956144734RT2
19563,22-Jun-22,RT2,19,45,1956344734RT2
19562,22-Jun-22,RT3,15,29,1956244734RT3
19561,22-Jun-22,RT3,12,29,1956144734RT3
18562,22-Jun-22,RT3,16,29,1856244734RT3
17558,22-Jun-22,RT3,13,27,1755844734RT3
17562,22-Jun-22,RT3,11,27,1756244734RT3
19559,22-Jun-22,RT3,13,27,1955944734RT3
16559,22-Jun-22,RT3,16,32,1655944734RT3
16558,22-Jun-22,RT3,4,8,1655844734RT3
16562,22-Jun-22,RT3,7,18,1656244734RT3
17559,22-Jun-22,RT3,7,16,1755944734RT3
18559,22-Jun-22,RT3,7,23,1855944734RT3
17563,22-Jun-22,RT3,8,16,1756344734RT3
19558,22-Jun-22,RT3,8,21,1955844734RT3
17564,22-Jun-22,RT3,8,24,1756444734RT3
16560,22-Jun-22,RT3,9,20,1656044734RT3
18563,22-Jun-22,RT3,9,23,1856344734RT3
19560,22-Jun-22,RT3,9,19,1956044734RT3
16563,22-Jun-22,RT3,10,20,1656344734RT3
18558,22-Jun-22,RT3,10,26,1855844734RT3
16561,22-Jun-22,RT3,12,21,1656144734RT3
17560,22-Jun-22,RT3,12,25,1756044734RT3
18560,22-Jun-22,RT3,12,24,1856044734RT3
17561,22-Jun-22,RT3,11,19,1756144734RT3
18561,22-Jun-22,RT3,11,25,1856144734RT3
17561,22-Jun-22,RT4,2,4,1756144734RT4
17562,22-Jun-22,RT4,2,6,1756244734RT4
